,Date_Time,HLAvg,MA,Returns
1028900,2001-01-01,123.075,123.06678571428571,5.804066328897005e-06
1028902,2001-01-01,123.08,123.06714285714285,2.9020205318690532e-06
1028904,2001-01-01,123.075,123.06785714285715,5.804015798721587e-06
1028906,2001-01-01,123.075,123.06785714285715,0.0
1028908,2001-01-01,123.05,123.06642857142857,-1.1608065283885682e-05
1028910,2001-01-01,123.055,123.0657142857143,-5.804083172543121e-06
1028912,2001-01-01,123.06,123.06464285714286,-8.706187923206382e-06
1028914,2001-01-01,123.055,123.06392857142858,-5.804167392219121e-06
1028916,2001-01-01,123.045,123.06321428571428,-5.80420108080007e-06
1028918,2001-01-01,123.03999999999999,123.0625,-5.804234769714088e-06
1028920,2001-01-01,123.05000000000001,123.06214285714285,-2.902130018400068e-06
1028922,2001-01-01,123.015,123.05892857142858,-2.6119549177844085e-05
1028924,2001-01-01,122.97999999999999,123.05285714285715,-4.93387876979946e-05
1028926,2001-01-01,122.96000000000001,123.04392857142857,-7.256146321930785e-05
1028928,2001-01-01,122.95,123.035,-7.256672876724258e-05
1028930,2001-01-01,122.92,123.02357142857143,-9.289309752906636e-05
1028932,2001-01-01,122.91,123.01178571428572,-9.58050455153029e-05
1028934,2001-01-01,122.9,122.99928571428572,-0.00010162144279258105
1028936,2001-01-01,122.89,122.98785714285715,-9.292007138293141e-05
1028938,2001-01-01,122.9,122.97678571428571,-9.002455353187785e-05
1028940,2001-01-01,122.86,122.9625,-0.00011617269083527138
1028942,2001-01-01,122.885,122.95035714285714,-9.875739962364672e-05
1028944,2001-01-01,122.91499999999999,122.94107142857142,-7.552694572627456e-05
1028946,2001-01-01,122.9,122.93107142857143,-8.134309067547731e-05
1028948,2001-01-01,122.89,122.91964285714286,-9.297163500220785e-05
1028950,2001-01-01,122.89500000000001,122.91107142857142,-6.973439913575886e-05
1028952,2001-01-01,122.92,122.9067857142857,-3.486902323507071e-05
1028954,2001-01-01,122.935,122.905,-1.4529118533062515e-05
1028956,2001-01-01,122.94,122.90428571428572,-5.811706520473598e-06
1028958,2001-01-01,122.935,122.90535714285714,8.71754711474769e-06
1028960,2001-01-01,122.955,122.90857142857143,2.6152185379894103e-05
1028962,2001-01-01,122.945,122.91178571428573,2.615150146087297e-05
1028964,2001-01-01,122.955,122.91642857142857,3.777318365902652e-05
1028966,2001-01-01,122.955,122.92035714285714,3.196081023834433e-05
1028968,2001-01-01,122.955,122.92714285714285,5.520262998355318e-05
1028970,2001-01-01,122.975,122.93357142857143,5.229441758290891e-05
1028972,2001-01-01,122.97999999999999,122.93821428571428,3.7766489798149526e-05
1028974,2001-01-01,122.94,122.94107142857142,2.3240207884610596e-05
1028976,2001-01-01,122.905,122.94214285714285,8.714938712229689e-06
1028978,2001-01-01,122.9,122.94250000000001,2.9049626931675916e-06
1028980,2001-01-01,122.89500000000001,122.9407142857143,-1.452489785389391e-05
1028982,2001-01-01,122.875,122.93642857142858,-3.4860615641979285e-05
1028984,2001-01-01,122.885,122.9325,-3.1956631948049944e-05
1028986,2001-01-01,122.87,122.92785714285715,-3.7768245335343324e-05
1028988,2001-01-01,122.85499999999999,122.92071428571428,-5.810777832362566e-05
1028990,2001-01-01,122.875,122.91571428571429,-4.067745394562224e-05
1028992,2001-01-01,122.86500000000001,122.90928571428572,-5.2302015092379036e-05
1028994,2001-01-01,122.88,122.90392857142858,-4.358710229269453e-05
1028996,2001-01-01,122.89,122.89928571428571,-3.777702547064778e-05
1028998,2001-01-01,122.87,122.89178571428572,-6.102744057160718e-05
1029000,2001-01-01,122.89500000000001,122.88571428571429,-4.940589413328457e-05
1029002,2001-01-01,122.9,122.88285714285713,-2.325067717712454e-05
1029004,2001-01-01,122.91,122.88321428571429,2.9063642111048048e-06
1029006,2001-01-01,122.91499999999999,122.88428571428572,8.719041951736748e-06
1029008,2001-01-01,122.905,122.88499999999999,5.812652400395318e-06
1029010,2001-01-01,122.905,122.88714285714285,1.743775448267604e-05
1029012,2001-01-01,122.905,122.88857142857144,1.1625000726744561e-05
1029014,2001-01-01,122.9,122.89071428571428,1.743724770512242e-05
1029016,2001-01-01,122.905,122.89428571428572,2.9061403842252548e-05
1029018,2001-01-01,122.905,122.89642857142857,1.743643692271901e-05
1029020,2001-01-01,122.92,122.90035714285715,3.1966011414562185e-05
1029022,2001-01-01,122.92500000000001,122.90357142857142,2.615324932475642e-05
1029024,2001-01-01,122.94,122.90714285714286,2.905836372562261e-05
1029026,2001-01-01,122.93,122.91142857142857,3.4868921914516975e-05
1029028,2001-01-01,122.96000000000001,122.91607142857143,3.777329341441542e-05
1029030,2001-01-01,122.97,122.92107142857144,4.0677335756350745e-05
1029032,2001-01-01,122.985,122.92642857142857,4.358102366693194e-05
1029034,2001-01-01,122.985,122.93142857142857,4.067390856489317e-05
1029036,2001-01-01,122.97999999999999,122.93678571428572,4.357735198566884e-05
1029038,2001-01-01,122.97,122.94142857142857,3.776550237999032e-05
1029040,2001-01-01,122.995,122.94785714285716,5.228834116443619e-05
1029042,2001-01-01,122.995,122.95464285714286,5.519028303838073e-05
1029044,2001-01-01,122.99000000000001,122.96071428571429,4.937819779302073e-05
1029046,2001-01-01,122.985,122.96642857142858,4.6471370739574e-05
1029048,2001-01-01,122.995,122.97178571428572,4.356494881071308e-05
1029050,2001-01-01,122.995,122.97678571428573,4.06589066295522e-05
1029052,2001-01-01,123.00999999999999,122.98178571428572,4.065725355003399e-05
1029054,2001-01-01,123.0,122.98678571428572,4.065560060484457e-05
1029056,2001-01-01,123.0,122.98964285714285,2.323102968739807e-05
1029058,2001-01-01,123.005,122.99214285714285,2.0326708279039624e-05
1029060,2001-01-01,123.015,122.99428571428572,1.7422563963043376e-05
1029062,2001-01-01,123.03,122.99750000000002,2.6133276809463804e-05
1029064,2001-01-01,123.02000000000001,123.00035714285715,2.322900606095646e-05
1029066,2001-01-01,123.03,123.00464285714285,3.4842497397518345e-05
1029068,2001-01-01,123.03,123.00714285714285,2.032422953092206e-05
1029070,2001-01-01,123.05,123.01107142857143,3.193724042189282e-05
1029072,2001-01-01,123.08500000000001,123.01785714285714,5.5161922029428755e-05
1029074,2001-01-01,123.11500000000001,123.02714285714285,7.547980483351327e-05
1029076,2001-01-01,123.125,123.03642857142857,7.54741080625712e-05
1029078,2001-01-01,123.14,123.04678571428572,8.417593937345089e-05
1029080,2001-01-01,123.15,123.05678571428571,8.126659802161353e-05
1029082,2001-01-01,123.14500000000001,123.06714285714285,8.416201483026717e-05
1029084,2001-01-01,123.14,123.07714285714285,8.125315585923474e-05
1029086,2001-01-01,123.15,123.0875,8.414809489348335e-05
1029088,2001-01-01,123.13,123.09571428571428,6.673310965709689e-05
1029090,2001-01-01,123.15,123.10428571428572,6.96298015833586e-05
1029092,2001-01-01,123.14,123.11285714285714,6.96249536113903e-05
1029094,2001-01-01,123.15,123.12142857142858,6.96201063150332e-05
1029096,2001-01-01,123.13499999999999,123.12892857142857,6.0913617257900355e-05
1029098,2001-01-01,123.13499999999999,123.135,4.9308305994204736e-05
1029100,2001-01-01,123.12,123.13750000000002,2.0302713458529597e-05
1029102,2001-01-01,123.11,123.13714285714286,-2.9003624003268774e-06
1029104,2001-01-01,123.14,123.1382142857143,8.701061964747832e-06
1029106,2001-01-01,123.13,123.1375,-5.800699564500704e-06
1029108,2001-01-01,123.14,123.13678571428572,-5.800733212669183e-06
1029110,2001-01-01,123.15,123.13714285714285,2.900370812298097e-06
1029112,2001-01-01,123.12,123.13571428571429,-1.160153372284712e-05
1029114,2001-01-01,123.12,123.13357142857141,-1.740255295502072e-05
1029116,2001-01-01,123.1,123.13142857142859,-1.7402855808815186e-05
1029118,2001-01-01,123.11,123.12857142857142,-2.3204278870251635e-05
1029120,2001-01-01,123.11,123.12642857142858,-1.740356250959945e-05
1029122,2001-01-01,123.11,123.12357142857142,-2.3205221175923885e-05
1029124,2001-01-01,123.11500000000001,123.12214285714286,-1.1602812521762508e-05
1029126,2001-01-01,123.14,123.12250000000002,2.900715751818175e-06
1029128,2001-01-01,123.13,123.12321428571428,5.801406260845907e-06
1029130,2001-01-01,123.13,123.12464285714285,1.160271155375353e-05
1029132,2001-01-01,123.12,123.12321428571428,-1.1602711553689502e-05
1029134,2001-01-01,123.12,123.12250000000002,-5.801406260749519e-06
1029136,2001-01-01,123.13,123.1217857142857,-5.801439917577811e-06
1029138,2001-01-01,123.15,123.12178571428572,2.2204460492503128e-16
1029140,2001-01-01,123.16,123.12464285714285,2.3205557731859668e-05
1029142,2001-01-01,123.155,123.12714285714286,2.0304421288592723e-05
1029144,2001-01-01,123.19,123.13357142857141,5.2209476031588484e-05
1029146,2001-01-01,123.175,123.13821428571428,3.7705148642648556e-05
1029148,2001-01-01,123.21000000000001,123.14535714285714,5.800514507268969e-05
1029150,2001-01-01,123.21000000000001,123.1525,5.800178067101892e-05
1029152,2001-01-01,123.215,123.15964285714286,5.799841665944658e-05
1029154,2001-01-01,123.205,123.16428571428571,3.769716706241302e-05
1029156,2001-01-01,123.17500000000001,123.1675,2.609720629564399e-05
1029158,2001-01-01,123.18,123.17107142857144,2.8996097127310787e-05
1029160,2001-01-01,123.185,123.17571428571429,3.7693669352691194e-05
1029162,2001-01-01,123.18,123.18000000000002,3.479289529442487e-05
1029164,2001-01-01,123.175,123.18321428571429,2.609387707302823e-05
1029166,2001-01-01,123.17,123.18464285714286,1.1597060145354122e-05
1029168,2001-01-01,123.17,123.18535714285714,5.798479638666953e-06
1029170,2001-01-01,123.19,123.18785714285715,2.0294413963376103e-05
1029172,2001-01-01,123.18,123.18714285714286,-5.798361962820681e-06
1029174,2001-01-01,123.19,123.1882142857143,8.69753033628333e-06
1029176,2001-01-01,123.185,123.18642857142858,-1.4495925920313789e-05
1029178,2001-01-01,123.19,123.18500000000002,-1.1596892033043008e-05
1029180,2001-01-01,123.18,123.1825,-2.029488467510079e-05
1029182,2001-01-01,123.155,123.17892857142856,-2.8993406901403022e-05
1029184,2001-01-01,123.16,123.17785714285715,-8.698185993175882e-06
1029186,2001-01-01,123.175,123.1775,-2.8994121442507706e-06
1029188,2001-01-01,123.16,123.17571428571429,-1.449718682110189e-05
1029190,2001-01-01,123.17500000000001,123.17535714285714,-2.899462584715608e-06
1029192,2001-01-01,123.16499999999999,123.17464285714286,-5.798950389986925e-06
1029194,2001-01-01,123.185,123.17571428571429,8.698412974562459e-06
1029196,2001-01-01,123.195,123.17750000000001,1.4497186821114368e-05
1029198,2001-01-01,123.195,123.17785714285715,2.899412144157709e-06
1029200,2001-01-01,123.19,123.17857142857143,5.798799068629022e-06
1029202,2001-01-01,123.14,123.17499999999998,-2.8994331610322183e-05
1029204,2001-01-01,123.21000000000001,123.17678571428571,1.4497270889091656e-05
1029206,2001-01-01,123.22,123.17892857142856,1.73964476456412e-05
1029208,2001-01-01,123.255,123.18428571428572,4.3489795126700745e-05
1029210,2001-01-01,123.25999999999999,123.19178571428573,6.0882535863477713e-05
1029212,2001-01-01,123.26,123.19892857142858,5.797992156939106e-05
1029214,2001-01-01,123.255,123.20464285714286,4.638151697372641e-05
1029216,2001-01-01,123.275,123.21285714285715,6.666966199510169e-05
1029218,2001-01-01,123.315,123.22285714285714,8.115706795565522e-05
1029220,2001-01-01,123.325,123.23428571428572,9.27428704583629e-05
1029222,2001-01-01,123.34,123.24535714285715,8.983645424455668e-05
1029224,2001-01-01,123.37,123.25785714285713,0.00010141855591555716
1029226,2001-01-01,123.38499999999999,123.27142857142857,0.00011009993028474768
1029228,2001-01-01,123.38,123.285,0.0001100878096244902
1029230,2001-01-01,123.39,123.30285714285715,0.00014483391919843671
1029232,2001-01-01,123.36,123.31357142857144,8.689028369345975e-05
1029234,2001-01-01,123.33500000000001,123.32178571428572,6.661077156564318e-05
1029236,2001-01-01,123.325,123.3267857142857,4.054351478059e-05
1029238,2001-01-01,123.305,123.33,2.6062820085508795e-05
1029240,2001-01-01,123.315,123.33392857142857,3.1853635443745326e-05
1029242,2001-01-01,123.315,123.3382142857143,3.4748263314350176e-05
1029244,2001-01-01,123.32,123.34142857142857,2.6060405124710842e-05
1029246,2001-01-01,123.315,123.34142857142858,2.2204460492503128e-16
1029248,2001-01-01,123.315,123.34071428571428,-5.791142447744053e-06
1029250,2001-01-01,123.305,123.33821428571427,-2.026926267738852e-05
1029252,2001-01-01,123.28999999999999,123.3325,-4.633128607788657e-05
1029254,2001-01-01,123.29,123.32571428571428,-5.50211904118405e-05
1029256,2001-01-01,123.28,123.31857142857143,-5.79203132491706e-05
1029258,2001-01-01,123.3,123.31214285714286,-5.213115040144241e-05
1029260,2001-01-01,123.315,123.30892857142855,-2.606659435769625e-05
1029262,2001-01-01,123.32499999999999,123.30821428571427,-5.7926687983041875e-06
1029264,2001-01-01,123.315,123.3075,-5.792702353435168e-06
1029266,2001-01-01,123.315,123.30821428571429,5.792702353526331e-06
1029268,2001-01-01,123.32,123.30857142857143,2.896338593657503e-06
1029270,2001-01-01,123.315,123.30857142857143,0.0
1029272,2001-01-01,123.305,123.30749999999999,-8.689040947221963e-06
1029274,2001-01-01,123.315,123.30749999999999,0.0
1029276,2001-01-01,123.31,123.30714285714286,-2.8963637599759457e-06
1029278,2001-01-01,123.315,123.30785714285715,5.792719131341534e-06
1029280,2001-01-01,123.3,123.30857142857143,5.792685575933171e-06
1029282,2001-01-01,123.305,123.30964285714286,8.688965448445392e-06
1029284,2001-01-01,123.31,123.3117857142857,1.737770440550158e-05
1029286,2001-01-01,123.31,123.3125,5.792501028181514e-06
1029288,2001-01-01,123.30000000000001,123.31142857142856,-8.688764124805333e-06
1029290,2001-01-01,123.305,123.31000000000002,-1.1585136270088273e-05
1029292,2001-01-01,123.30000000000001,123.30892857142858,-8.688940282425649e-06
1029294,2001-01-01,123.295,123.3075,-1.1585371152036603e-05
1029296,2001-01-01,123.295,123.30571428571429,-1.4481902690616126e-05
1029298,2001-01-01,123.285,123.30357142857143,-1.737856007087264e-05
1029300,2001-01-01,123.31,123.30392857142859,2.8964476518816034e-06
1029302,2001-01-01,123.315,123.30392857142859,0.0
1029304,2001-01-01,123.305,123.30357142857144,-2.8964476517792954e-06
1029306,2001-01-01,123.30000000000001,123.30250000000001,-8.689393292216959e-06
1029308,2001-01-01,123.31,123.30321428571429,5.792937250932713e-06
1029310,2001-01-01,123.315,123.30392857142859,5.79290369308188e-06
1029312,2001-01-01,123.27,123.30107142857143,-2.3171816121199357e-05
1029314,2001-01-01,123.3,123.30035714285714,-5.79303792706065e-06
1029316,2001-01-01,123.28,123.29892857142856,-1.158617653291474e-05
1029318,2001-01-01,123.295,123.29821428571428,-5.793138606664571e-06
1029320,2001-01-01,123.29,123.2975,-5.793172167235691e-06
1029322,2001-01-01,123.265,123.29535714285714,-1.737971786964474e-05
1029324,2001-01-01,123.275,123.29392857142857,-1.1586646390182782e-05
1029326,2001-01-01,123.28999999999999,123.2942857142857,2.8966741835738748e-06
1029328,2001-01-01,123.275,123.29178571428572,-2.02768954919651e-05
1029330,2001-01-01,123.285,123.28964285714287,-1.7380523385976092e-05
1029332,2001-01-01,123.28999999999999,123.28857142857143,-8.690374975267086e-06
1029334,2001-01-01,123.295,123.28821428571429,-2.896808441334546e-06
1029336,2001-01-01,123.285,123.28642857142857,-1.4484168080327673e-05
1029338,2001-01-01,123.27000000000001,123.28321428571428,-2.6072031230051182e-05
1029340,2001-01-01,123.28,123.28392857142856,5.793843461895845e-06
1029342,2001-01-01,123.28999999999999,123.2832142857143,-5.793843461814533e-06
1029344,2001-01-01,123.29,123.28392857142858,5.793843461895845e-06
1029346,2001-01-01,123.285,123.28321428571428,-5.793843462036579e-06
1029348,2001-01-01,123.3,123.28392857142858,5.793843462117888e-06
1029350,2001-01-01,123.25999999999999,123.28357142857143,-2.896917534829509e-06
1029352,2001-01-01,123.315,123.28642857142857,2.317510530294505e-05
1029354,2001-01-01,123.335,123.28964285714285,2.607135149673867e-05
1029356,2001-01-01,123.335,123.29392857142857,3.476074469458526e-05
1029358,2001-01-01,123.335,123.2975,2.8966364259983884e-05
1029360,2001-01-01,123.32,123.29964285714286,1.7379415820301037e-05
1029362,2001-01-01,123.345,123.30321428571428,2.8965021841612057e-05
1029364,2001-01-01,123.35,123.30785714285715,3.765327417389523e-05
1029366,2001-01-01,123.365,123.31464285714286,5.5029158227112e-05
1029368,2001-01-01,123.375,123.32142857142857,5.502613018539184e-05
1029370,2001-01-01,123.36500000000001,123.3267857142857,4.3439543022875006e-05
1029372,2001-01-01,123.36500000000001,123.33214285714284,4.3437656110947125e-05
1029374,2001-01-01,123.37,123.3382142857143,4.922706273272096e-05
1029376,2001-01-01,123.385,123.3442857142857,4.9224639547783284e-05
1029378,2001-01-01,123.405,123.35464285714285,8.396585200594171e-05
1029380,2001-01-01,123.42500000000001,123.3625,6.36935299170854e-05
1029382,2001-01-01,123.425,123.36892857142857,5.210987077921133e-05
1029384,2001-01-01,123.41499999999999,123.37464285714285,4.63176056195523e-05
1029386,2001-01-01,123.41,123.38,4.3420806968101636e-05
1029388,2001-01-01,123.41499999999999,123.38678571428571,5.4996982416206714e-05
1029390,2001-01-01,123.405,123.39107142857142,3.4733377911438106e-05
1029392,2001-01-01,123.405,123.395,3.183786999127413e-05
1029394,2001-01-01,123.39,123.39678571428571,1.4471424002915546e-05
1029396,2001-01-01,123.39,123.39785714285715,8.682753880292869e-06
1029398,2001-01-01,123.375,123.39857142857144,5.788460703742925e-06
1029400,2001-01-01,123.38,123.39964285714287,8.682628231670986e-06
1029402,2001-01-01,123.335,123.39714285714285,-2.0259583145352018e-05
1029404,2001-01-01,123.36,123.39535714285714,-1.4471382118557093e-05
1029406,2001-01-01,123.33,123.39,-4.3415402923355755e-05
1029408,2001-01-01,123.33,123.38321428571429,-5.4995549716064936e-05
1029410,2001-01-01,123.33500000000001,123.37678571428572,-5.2103837169944945e-05
1029412,2001-01-01,123.32,123.37,-5.500144018317385e-05
1029414,2001-01-01,123.3,123.36214285714286,-6.36896576896403e-05
1029416,2001-01-01,123.285,123.35285714285715,-7.527482552820257e-05
1029418,2001-01-01,123.25999999999999,123.3425,-8.396706758643596e-05
1029420,2001-01-01,123.28,123.33357142857143,-7.239106234144992e-05
1029422,2001-01-01,123.27000000000001,123.325,-6.950035042557889e-05
1029424,2001-01-01,123.28999999999999,123.31785714285714,-5.7920648727484e-05
1029426,2001-01-01,123.29499999999999,123.31214285714285,-4.633893456040245e-05
1029428,2001-01-01,123.3,123.30642857142857,-4.634108195658431e-05
1029430,2001-01-01,123.305,123.30428571428571,-1.7378459399983456e-05
1029432,2001-01-01,123.32499999999999,123.30178571428573,-2.0275251015373673e-05
1029434,2001-01-01,123.325,123.30142857142856,-2.8964979893260106e-06
1029436,2001-01-01,123.33,123.30142857142857,2.2204460492503128e-16
1029438,2001-01-01,123.345,123.30214285714285,5.792987588597133e-06
1029440,2001-01-01,123.35499999999999,123.30464285714285,2.027519228912533e-05
1029442,2001-01-01,123.375,123.30999999999999,4.344545640844178e-05
1029444,2001-01-01,123.39,123.3175,6.082046813368386e-05
1029446,2001-01-01,123.37,123.32535714285713,6.371271360398052e-05
1029448,2001-01-01,123.36,123.33107142857143,4.633396946846938e-05
1029450,2001-01-01,123.36,123.33749999999999,5.2123149639936146e-05
1029452,2001-01-01,123.37,123.3432142857143,4.632940788976311e-05
1029454,2001-01-01,123.36500000000001,123.34821428571429,4.0536471247723135e-05
1029456,2001-01-01,123.35,123.35178571428571,2.895361630854841e-05
1029458,2001-01-01,123.36,123.35571428571428,3.1848009719189264e-05
1029460,2001-01-01,123.38499999999999,123.36,3.4742126569079355e-05
1029462,2001-01-01,123.38,123.36392857142857,3.184588906024355e-05
1029464,2001-01-01,123.395,123.36857142857141,3.763474324125659e-05
1029466,2001-01-01,123.38,123.37107142857143,2.0264275096998405e-05
1029468,2001-01-01,123.395,123.37392857142858,2.3158668725050772e-05
1029470,2001-01-01,123.39,123.375,8.68436250265949e-06
1029472,2001-01-01,123.35,123.37214285714286,-2.315846760522054e-05
1029474,2001-01-01,123.38499999999999,123.3732142857143,8.6844882014628e-06
1029476,2001-01-01,123.38499999999999,123.375,1.447397940379304e-05
1029478,2001-01-01,123.375,123.37607142857144,8.684287085198247e-06
1029480,2001-01-01,123.38499999999999,123.37714285714286,8.684211669069252e-06
1029482,2001-01-01,123.375,123.37785714285714,5.7894325487169455e-06
1029484,2001-01-01,123.37,123.37928571428571,1.1578764546052742e-05
1029486,2001-01-01,123.375,123.38035714285714,8.683985428231688e-06
1029488,2001-01-01,123.37,123.37928571428571,-8.683985428268727e-06
1029490,2001-01-01,123.36,123.37785714285714,-1.1578764545973238e-05
1029492,2001-01-01,123.35499999999999,123.375,-2.315793130301054e-05
1029494,2001-01-01,123.37,123.37428571428572,-5.789566621920138e-06
1029496,2001-01-01,123.38,123.37321428571428,-8.68441278180213e-06
1029498,2001-01-01,123.38,123.37250000000002,-5.789650420817953e-06
1029500,2001-01-01,123.39,123.37535714285714,2.3158400565993245e-05
1029502,2001-01-01,123.365,123.37392857142856,-1.1579133244095576e-05
1029504,2001-01-01,123.35,123.37142857142855,-2.0263805804089374e-05
1029506,2001-01-01,123.28999999999999,123.36535714285715,-4.921380940459375e-05
1029508,2001-01-01,123.305,123.35964285714284,-4.632109202821944e-05
1029510,2001-01-01,123.31,123.355,-3.763746723443569e-05
1029512,2001-01-01,123.31,123.35071428571429,-3.474353481077153e-05
1029514,2001-01-01,123.32,123.34678571428572,-3.184930069340723e-05
1029516,2001-01-01,123.32,123.34321428571427,-2.895478999307416e-05
1029518,2001-01-01,123.33,123.34107142857144,-1.7373276426358804e-05
1029520,2001-01-01,123.32499999999999,123.33892857142857,-1.7373578262718347e-05
1029522,2001-01-01,123.335,123.33642857142856,-2.0269556140928352e-05
1029524,2001-01-01,123.33,123.33285714285714,-2.8957221498644148e-05
1029526,2001-01-01,123.335,123.32964285714284,-2.606221630346482e-05
1029528,2001-01-01,123.33500000000001,123.32571428571428,-3.18547423774196e-05
1029530,2001-01-01,123.35,123.32464285714286,-8.687833124100224e-06
1029532,2001-01-01,123.38499999999999,123.32714285714287,2.027149321335524e-05
1029534,2001-01-01,123.38,123.33357142857142,5.212480997319237e-05
1029536,2001-01-01,123.4,123.34035714285714,5.501768530408001e-05
1029538,2001-01-01,123.4,123.3467857142857,5.21192256357295e-05
1029540,2001-01-01,123.375,123.35142857142856,3.763997365633746e-05
1029542,2001-01-01,123.39,123.35642857142857,4.0533771875839564e-05
1029544,2001-01-01,123.33,123.35714285714286,5.790404720537788e-06
1029546,2001-01-01,123.375,123.36035714285713,2.605640633059081e-05
1029548,2001-01-01,123.37,123.36357142857143,2.6055727412484506e-05
1029550,2001-01-01,123.38499999999999,123.36714285714287,2.895001201634172e-05
1029552,2001-01-01,123.375,123.37035714285715,2.605429425581799e-05
1029554,2001-01-01,123.38,123.37357142857142,2.6053615447175386e-05
1029556,2001-01-01,123.39,123.37750000000001,3.184238598183749e-05
1029558,2001-01-01,123.4,123.38107142857142,2.8946743782678467e-05
1029560,2001-01-01,123.39500000000001,123.3817857142857,5.789248208131106e-06
1029562,2001-01-01,123.39500000000001,123.38285714285715,8.683809471622735e-06
1029564,2001-01-01,123.39,123.38214285714285,-5.789197935702417e-06
1029566,2001-01-01,123.4,123.38214285714287,2.2204460492503128e-16
1029568,2001-01-01,123.39,123.38321428571429,8.683784335281513e-06
1029570,2001-01-01,123.405,123.38428571428572,8.68370892803419e-06
1029572,2001-01-01,123.41499999999999,123.39035714285716,4.9206259625077055e-05
1029574,2001-01-01,123.415,123.3932142857143,2.315504910411264e-05
1029576,2001-01-01,123.43,123.39750000000001,3.4731568394246834e-05
1029578,2001-01-01,123.435,123.40107142857143,2.894205222499658e-05
1029580,2001-01-01,123.465,123.4075,5.209358323987062e-05
1029582,2001-01-01,123.465,123.41357142857144,4.919700362312029e-05
1029584,2001-01-01,123.475,123.41964285714286,4.919458339670858e-05
1029586,2001-01-01,123.515,123.42785714285716,6.655352569765938e-05
1029588,2001-01-01,123.53999999999999,123.4382142857143,8.390900218293795e-05
1029590,2001-01-01,123.53999999999999,123.44857142857143,8.390196205321712e-05
1029592,2001-01-01,123.52000000000001,123.45785714285715,7.521646434093618e-05
1029594,2001-01-01,123.525,123.4667857142857,7.23181884897067e-05
1029596,2001-01-01,123.515,123.47571428571429,7.231295894762309e-05
1029598,2001-01-01,123.525,123.48428571428573,6.941552133846743e-05
1029600,2001-01-01,123.515,123.49142857142856,5.784258719909093e-05
1029602,2001-01-01,123.505,123.49785714285714,5.205546800493014e-05
1029604,2001-01-01,123.505,123.50321428571428,4.3377486801806014e-05
1029606,2001-01-01,123.49,123.50714285714285,3.1808961165335844e-05
1029608,2001-01-01,123.48,123.50821428571429,8.6749956265294e-06
1029610,2001-01-01,123.465,123.50821428571427,-1.1102230246251565e-16
1029612,2001-01-01,123.45500000000001,123.50678571428571,-1.1566677558682885e-05
1029614,2001-01-01,123.465,123.50321428571428,-2.8917279233088618e-05
1029616,2001-01-01,123.47999999999999,123.49892857142856,-3.47018389117781e-05
1029618,2001-01-01,123.475,123.49428571428572,-3.7595017796879505e-05
1029620,2001-01-01,123.47999999999999,123.49142857142856,-2.313609809832777e-05
1029622,2001-01-01,123.475,123.48785714285715,-2.8920875378882002e-05
1029624,2001-01-01,123.48,123.48535714285715,-2.0245110444976248e-05
1029626,2001-01-01,123.49000000000001,123.48285714285714,-2.0245520317860883e-05
1029628,2001-01-01,123.5,123.48178571428572,-8.67677704009436e-06
1029630,2001-01-01,123.49000000000001,123.48071428571428,-8.67685232730238e-06
1029632,2001-01-01,123.505,123.48071428571428,0.0
1029634,2001-01-01,123.495,123.48107142857144,2.8922924746044968e-06
1029636,2001-01-01,123.495,123.48214285714286,8.676827231271432e-06
1029638,2001-01-01,123.485,123.48357142857142,1.1568985862791393e-05
1029640,2001-01-01,123.47999999999999,123.48535714285715,1.4461044116688512e-05
1029642,2001-01-01,123.47999999999999,123.48642857142856,8.676526092328192e-06
1029644,2001-01-01,123.475,123.48607142857144,-2.8921669993251538e-06
1029646,2001-01-01,123.485,123.4867857142857,5.784325634291311e-06
1029648,2001-01-01,123.49000000000001,123.4875,5.7842921763596835e-06
1029650,2001-01-01,123.505,123.48964285714285,1.7352675783082985e-05
1029652,2001-01-01,123.495,123.49071428571428,8.676224974478918e-06
1029654,2001-01-01,123.495,123.49107142857143,2.8920582635207805e-06
1029656,2001-01-01,123.5,123.49107142857143,0.0
1029658,2001-01-01,123.51,123.49249999999999,1.1568149414231952e-05
1029660,2001-01-01,123.525,123.49392857142857,1.156801559393751e-05
1029662,2001-01-01,123.54499999999999,123.49749999999999,2.891945353995827e-05
1029664,2001-01-01,123.57499999999999,123.5032142857143,4.6269386158324264e-05
1029666,2001-01-01,123.53999999999999,123.50714285714285,3.1808961165335844e-05
1029668,2001-01-01,123.53,123.51071428571427,2.891635943231393e-05
1029670,2001-01-01,123.53999999999999,123.515,3.4698527629405227e-05
1029672,2001-01-01,123.54499999999999,123.52,4.0480093919206056e-05
1029674,2001-01-01,123.54499999999999,123.52428571428571,3.469591918519101e-05
1029676,2001-01-01,123.53999999999999,123.52785714285713,2.8912346441168752e-05
1029678,2001-01-01,123.55000000000001,123.53107142857142,2.6020397101599435e-05
1029680,2001-01-01,123.56,123.53571428571429,3.7583822770733464e-05
1029682,2001-01-01,123.55000000000001,123.53964285714285,3.1800592939146106e-05
1029684,2001-01-01,123.545,123.54285714285713,2.6017914781223904e-05
1029686,2001-01-01,123.545,123.54535714285714,2.023568794904105e-05
1029688,2001-01-01,123.52000000000001,123.545,-2.8907874938233298e-06
1029690,2001-01-01,123.53,123.54392857142857,-8.672412621933362e-06
1029692,2001-01-01,123.535,123.54107142857141,-2.312680136217479e-05
